trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.5, 'e': 0.39760044080646995}",20,12,13.298797921067024,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.39561243860243755}",25,0,-69.92871832165773,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
187,False,"{'a': 0.5, 'e': 0.3936343764094254}",25,13,-3.730061775995349,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.39166620452737827}",20,4,23.84456037558507,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.3897078735047414}",25,8,5.616002623259831,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.38775933413721764}",30,12,23.374776528240112,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.38582053746653155}",25,6,24.13857313567835,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.3838914347791989}",20,9,-30.638853807553716,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
193,False,"{'a': 0.5, 'e': 0.38197197760530294}",30,0,-34.39178547628364,"{0: 23, 1: 1, 2: 6, 3: 0, 4: 0}",0
194,False,"{'a': 0.5, 'e': 0.3800621177172764}",20,1,20.49730103405868,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.37816180712869}",25,0,-10.419001781310676,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
196,False,"{'a': 0.5, 'e': 0.37627099809304654}",20,11,-8.106935553108585,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.3743896431025813}",20,0,-51.3351564548881,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
198,False,"{'a': 0.5, 'e': 0.37251769488706843}",30,23,12.465616048202415,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.37065510641263305}",25,0,-37.36349615062266,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
200,False,"{'a': 0.5, 'e': 0.3688018308805699}",25,0,-41.59035656508828,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
201,False,"{'a': 0.5, 'e': 0.36695782172616703}",30,12,5.866373020192221,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.3651230326175362}",20,9,-29.15516904659307,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.36329741745444855}",20,3,-3.6293255101818787,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.3614809303671763}",35,0,-76.76179387164616,"{0: 24, 1: 2, 2: 8, 3: 1, 4: 0}",0
205,False,"{'a': 0.5, 'e': 0.3596735257153404}",20,10,-7.694348811287542,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.35787515808676373}",30,17,21.734880265635205,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.35608578229632987}",20,0,-47.45028548598091,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
208,False,"{'a': 0.5, 'e': 0.35430535338484825}",20,0,-58.76058560190273,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
209,False,"{'a': 0.5, 'e': 0.352533826617924}",25,5,15.320509652255174,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.3507711574848344}",25,0,-74.24727030176973,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",0
211,False,"{'a': 0.5, 'e': 0.3490173016974102}",30,7,22.52039546145615,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.34727221518892315}",25,16,18.37493603581981,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.34553585411297855}",35,14,-45.697450517997396,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 1}",1
214,False,"{'a': 0.5, 'e': 0.34380817484241366}",20,0,-24.77349175745841,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
215,False,"{'a': 0.5, 'e': 0.34208913396820156}",30,0,-2.417739616811131,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
216,False,"{'a': 0.5, 'e': 0.34037868829836054}",25,20,8.147908849445635,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.33867679485686875}",20,1,-52.454354731929776,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 1}",1
218,False,"{'a': 0.5, 'e': 0.33698341088258443}",30,16,18.81372837365766,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.3352984938281715}",25,14,-35.46085339167453,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 1}",1
220,False,"{'a': 0.5, 'e': 0.33362200135903064}",25,13,23.470384913889077,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.33195389135223546}",20,8,21.57391138149204,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.3302941218954743}",25,12,-32.94528530495385,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
223,False,"{'a': 0.5, 'e': 0.3286426512859969}",25,6,-26.975225651185507,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.32699943802956694}",25,0,-69.78057122565122,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 2}",0
225,False,"{'a': 0.5, 'e': 0.3253644408394191}",25,11,-9.177716544622486,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.323737618635222}",30,8,-57.321814059117045,"{0: 17, 1: 2, 2: 1, 3: 1, 4: 1}",1
227,False,"{'a': 0.5, 'e': 0.3221189305420459}",30,8,3.9777663428635908,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.32050833588933564}",20,2,0.4368243625587118,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.31890579420988896}",20,0,-21.163587470547185,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
230,False,"{'a': 0.5, 'e': 0.3173112652388395}",25,14,-42.67687292591686,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
231,False,"{'a': 0.5, 'e': 0.3157247089126453}",25,0,-74.80563696011906,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",1
232,False,"{'a': 0.5, 'e': 0.3141460853680821}",20,8,11.424164994612056,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.31257535494124167}",20,6,4.9983947226810095,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.3110124781665355}",30,0,13.125275681415712,"{0: 26, 1: 3, 2: 1, 3: 0, 4: 0}",0
235,False,"{'a': 0.5, 'e': 0.3094574157757028}",20,2,12.56670416647926,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.30791012869682427}",20,5,20.129356108660602,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.30637057805334017}",20,0,-82.4695852473974,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
238,False,"{'a': 0.5, 'e': 0.3048387251630735}",20,6,21.829740079945545,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.30331453153725807}",20,10,-32.79028939391696,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
240,False,"{'a': 0.5, 'e': 0.3017979588795718}",20,7,-6.127618338287926,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.30028896908517394}",20,0,-13.064370260287388,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
242,False,"{'a': 0.5, 'e': 0.2987875242397481}",20,0,-30.4338976168526,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
243,False,"{'a': 0.5, 'e': 0.2972935866185493}",25,17,0.2779021736914489,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.29580711868545656}",30,0,-63.53055121261072,"{0: 22, 1: 2, 2: 4, 3: 2, 4: 0}",0
245,False,"{'a': 0.5, 'e': 0.2943280830920293}",20,13,0.3899799957865886,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.29285644267656913}",20,12,-30.521327223097867,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
247,False,"{'a': 0.5, 'e': 0.2913921604631863}",20,3,27.63443547609299,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.2899351996608704}",25,8,-28.881367497912862,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.288485523662566}",30,17,-31.29182850820875,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
250,False,"{'a': 0.5, 'e': 0.2870430960442532}",20,0,9.849213121198847,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
251,False,"{'a': 0.5, 'e': 0.2856078805640319}",25,16,8.003168984350744,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.28417984116121175}",25,0,14.17294109669257,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
253,False,"{'a': 0.5, 'e': 0.2827589419554057}",20,0,-6.536972685309411,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
254,False,"{'a': 0.5, 'e': 0.28134514724562865}",20,10,16.277128178588278,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.2799384215094005}",20,8,19.592744987724068,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.27853872940185354}",20,12,3.3260805880351785,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.27714603575484426}",20,15,9.975961565728923,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.27576030557607}",20,10,6.536863307719576,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.2743815040481897}",25,3,-25.16195134319978,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
260,False,"{'a': 0.5, 'e': 0.2730095965279487}",20,12,16.14765277592662,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.271644548545309}",20,0,-11.241812311633531,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
262,False,"{'a': 0.5, 'e': 0.27028632580258244}",25,19,12.22297890669569,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.2689348941735695}",25,17,7.827763681862194,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.2675902197027017}",25,0,0.5009536635106571,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
265,False,"{'a': 0.5, 'e': 0.26625226860418816}",30,22,3.1839479834974584,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.26492100726116724}",25,13,-83.59924921548586,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 2}",1
267,False,"{'a': 0.5, 'e': 0.26359640222486136}",25,0,0.8209118676398941,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
268,False,"{'a': 0.5, 'e': 0.2622784202137371}",20,0,13.82448939819849,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
269,False,"{'a': 0.5, 'e': 0.26096702811266836}",25,1,14.360194223513512,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.259662192972105}",20,10,-27.514530590275534,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
271,False,"{'a': 0.5, 'e': 0.2583638820072445}",30,0,25.329728231131803,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
272,False,"{'a': 0.5, 'e': 0.2570720625972083}",20,6,25.70739886120242,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.25578670228422223}",25,11,-61.4531993307093,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 2}",1
274,False,"{'a': 0.5, 'e': 0.2545077687728011}",20,9,10.370737720498278,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.25323522992893716}",25,0,15.032278729209633,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
276,False,"{'a': 0.5, 'e': 0.25196905377929246}",25,19,-2.5097230929824508,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.25070920851039596}",30,10,-6.435186252487652,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.249455662467844}",30,14,13.102679182848023,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.24820838415550478}",20,11,18.84542064535815,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.24696734223472724}",25,15,4.1796444897134215,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.2457325055235536}",20,11,16.447344318424012,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.24450384299593586}",25,10,16.595664109740262,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.24328132378095618}",35,9,-53.42291491969986,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 2}",1
284,False,"{'a': 0.5, 'e': 0.2420649171620514}",20,0,-0.15486837423381716,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
285,False,"{'a': 0.5, 'e': 0.24085459257624112}",20,14,-2.3501241181047927,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.23965031961335992}",25,6,19.486579867788997,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.23845206801529312}",35,19,6.0410735885630125,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.23725980767521665}",25,6,15.745992763528578,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.23607350863684057}",20,8,-20.889168586945672,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
290,False,"{'a': 0.5, 'e': 0.23489314109365636}",25,18,13.870226378174737,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.23371867538818808}",20,5,-50.06266637545903,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 1}",1
292,False,"{'a': 0.5, 'e': 0.23255008201124713}",25,12,-10.27146588738691,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.2313873316011909}",25,11,10.15809893534698,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.23023039494318495}",25,11,27.260082199618264,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.22907924296846902}",25,3,-47.870627590027446,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 1}",1
296,False,"{'a': 0.5, 'e': 0.22793384675362668}",25,8,-24.252431369939625,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
297,False,"{'a': 0.5, 'e': 0.22679417751985856}",20,9,0.3493165831724572,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.22566020663225925}",25,17,13.101230287395465,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.22453190559909794}",25,17,3.245999410858908,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.22340924607110246}",20,0,28.945204383494133,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
301,False,"{'a': 0.5, 'e': 0.22229219984074694}",25,5,-16.886075804673464,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.2211807388415432}",35,23,-4.799264395489638,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.2200748351473355}",30,1,35.182083770007154,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.2189744609715988}",20,0,9.858596322335023,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
305,False,"{'a': 0.5, 'e': 0.21787958866674081}",20,8,8.236770835175207,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.2167901907234071}",20,10,4.902599891933392,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.2157062397697901}",30,19,6.388890207358775,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.21462770857094113}",20,5,20.94758937009019,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.21355457002808642}",20,11,-17.810398863047954,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.212486797177946}",20,9,19.50498790277273,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.21142436319205626}",20,9,13.326762268772894,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.21036724137609597}",25,0,39.03513567025757,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
313,False,"{'a': 0.5, 'e': 0.20931540516921548}",20,6,0.022481446442498276,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.20826882814336942}",20,11,17.19383218793643,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.20722748400265256}",20,3,-31.7975066199313,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
316,False,"{'a': 0.5, 'e': 0.2061913465826393}",25,7,-58.47697773954424,"{0: 15, 1: 0, 2: 0, 3: 2, 4: 1}",1
317,False,"{'a': 0.5, 'e': 0.20516038984972612}",20,9,19.67844593933258,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.20413458790047748}",25,11,22.712508891408252,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.20311391496097508}",30,13,27.094251655349826,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.20209834538617022}",20,16,5.879899654093919,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.20108785365923937}",30,17,5.923543802910283,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.20008241439094315}",20,12,3.439541390683362,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.19908200231898845}",25,1,17.973848924207385,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.1980865923073935}",20,6,24.983736419089702,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.19709615934585653}",25,7,-30.27198124101645,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
326,False,"{'a': 0.5, 'e': 0.19611067854912725}",30,10,-19.018538259076358,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
327,False,"{'a': 0.5, 'e': 0.19513012515638162}",20,4,-46.78477917104772,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 1}",1
328,False,"{'a': 0.5, 'e': 0.1941544745305997}",20,8,-21.192470970235927,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
329,False,"{'a': 0.5, 'e': 0.1931837021579467}",30,13,26.93496460913591,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.19221778364715697}",25,11,11.849007493863617,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.19125669472892118}",20,0,7.920902328415726,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
332,False,"{'a': 0.5, 'e': 0.19030041125527658}",20,11,10.131946009188436,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.1893489091990002}",25,13,10.726894856353283,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.1884021646530052}",30,17,9.67817774995981,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.18746015382974016}",25,17,14.41328919206007,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.18652285306059146}",30,16,13.75999032231755,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.18559023879528852}",25,17,14.418510390713658,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.18466228760131206}",25,13,22.899198828737397,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.1837389761633055}",20,5,-0.20653144561512726,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.18282028128248898}",20,10,17.01620035986991,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.18190617987607652}",25,6,8.313421691085873,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.18099664897669615}",30,19,17.564985524482527,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.18009166573181265}",20,9,18.16260612876089,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.1791912074031536}",20,5,-17.822338032026266,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
345,False,"{'a': 0.5, 'e': 0.17829525136613783}",20,0,13.46141339810973,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
346,False,"{'a': 0.5, 'e': 0.17740377510930713}",25,7,21.736532620708964,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.1765167562337606}",25,0,-1.82338604988195,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",1
348,False,"{'a': 0.5, 'e': 0.1756341724525918}",30,17,18.594873684540207,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.17475600159032884}",20,4,5.592192974105184,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.1738822215823772}",20,12,12.883320326403307,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.17301281047446532}",30,12,16.45812433871182,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.172147746422093}",20,5,12.223508667379052,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.1712870076899825}",25,13,15.539926709867107,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.1704305726515326}",20,11,8.339184266599748,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.16957841978827493}",30,8,7.194048256342782,"{0: 20, 1: 1, 2: 0, 3: 1, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.16873052768933355}",25,13,-4.291543978784743,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.1678868750508869}",20,9,-25.87604116215823,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
358,False,"{'a': 0.5, 'e': 0.16704744067563246}",25,11,-15.990253212352787,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
359,False,"{'a': 0.5, 'e': 0.1662122034722543}",20,12,16.475357654489294,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.16538114245489302}",25,13,13.642231484582855,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.16455423674261857}",30,19,10.651465100015601,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.16373146555890547}",25,3,14.21432583646269,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.16291280823111093}",25,12,16.433247613768646,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.1620982441899554}",20,15,8.849085645220324,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.1612877529690056}",25,10,-40.78554818402732,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
366,False,"{'a': 0.5, 'e': 0.16048131420416056}",20,0,14.962922506584082,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
367,False,"{'a': 0.5, 'e': 0.15967890763313977}",20,15,2.9779203289302627,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.5, 'e': 0.15888051309497409}",20,11,2.6439616104696877,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
369,False,"{'a': 0.5, 'e': 0.1580861105294992}",25,9,17.875001694803935,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
